"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Shimia;__"	"spawn_night"	".L"	"spawn_night.L"	3.84233215590695	-0.636837771972763	0.332445024390323	0	0	0	0	NA	"abundance"	63	62
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea;__"	"stage"	".L"	"stage.L"	2.22247410867584	-0.537116515813324	0.183483954114503	0	0	0	0	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Amphritea;__"	"stage"	".L"	"stage.L"	1.63875112833307	-0.537116515813324	0.145749162314879	0	0	0	0	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Psychrobium;s__uncultured_bacterium"	"stage"	".L"	"stage.L"	3.14722382880298	-0.537116515813324	0.294881317407273	3.33066907387547e-16	6.52811138479592e-13	3.33066907387547e-16	5.04929431599521e-13	NA	"abundance"	63	60
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__;__"	"spawn_night"	".L"	"spawn_night.L"	2.55669470482231	-0.636837771972763	0.249914938785692	4.44089209850063e-16	6.96331881044898e-13	4.44089209850063e-16	5.38591393706156e-13	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Litoribrevibacter;s__Litoribrevibacter_euphylliae"	"stage"	".L"	"stage.L"	2.02698849335819	-0.537116515813324	0.204736878814388	1.11022302462516e-15	1.45069141884354e-12	1.11022302462516e-15	1.12206540355449e-12	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;__"	"spawn_night"	".L"	"spawn_night.L"	2.85735857687792	-0.636837771972763	0.307926529553345	1.17683640610267e-14	1.31805677483499e-11	1.17683640610267e-14	1.01947656665808e-11	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea;s__uncultured_Colwelliaceae"	"stage"	".L"	"stage.L"	1.92336362969566	-0.537116515813324	0.208416242873372	1.46549439250521e-14	1.4361845046551e-11	1.46549439250521e-14	1.11084474951895e-11	NA	"abundance"	63	61
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nautella;__"	"stage"	".L"	"stage.L"	1.44394114258278	-0.537116515813324	0.160164557573169	1.77635683940025e-14	1.54740418009977e-11	1.77635683940025e-14	1.19686976379146e-11	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassobius;__"	"spawn_night"	".L"	"spawn_night.L"	2.65158183309677	-0.636837771972763	0.294829703467449	4.10782519111308e-14	3.22053494983265e-11	4.10782519111308e-14	2.49098519589097e-11	NA	"abundance"	63	61
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea;s__uncultured_marine"	"stage"	".L"	"stage.L"	2.41157820732892	-0.537116515813324	0.273378379207285	8.45989944764369e-14	5.52713430579388e-11	8.45989944764369e-14	4.27506918754261e-11	NA	"abundance"	63	61
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Aestuariicella;s__uncultured_bacterium"	"spawn_night"	".L"	"spawn_night.L"	2.75015293512641	-0.636837771972763	0.312361030704148	8.03801469828613e-14	5.52713430579388e-11	8.03801469828613e-14	4.27506918754261e-11	NA	"abundance"	63	61
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Algicola;__"	"stage"	".L"	"stage.L"	1.31409576032839	-0.537116515813324	0.156759889312058	1.20681242776755e-13	7.27800725669043e-11	1.20681242776755e-13	5.62931581690953e-11	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;__"	"spawn_night"	".L"	"spawn_night.L"	2.65112571956973	-0.636837771972763	0.305242316927521	1.86517468137026e-13	1.04449782156735e-10	1.86517468137026e-13	8.07887090559234e-11	NA	"abundance"	63	59
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Algicola;s__uncultured_bacterium"	"stage"	".L"	"stage.L"	2.49946384519514	-0.537116515813324	0.29784697854553	2.66786592817425e-13	1.39440459179241e-10	2.66786592817425e-13	1.07852926589658e-10	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nautella;__"	"spawn_night"	".L"	"spawn_night.L"	1.39528068196954	-0.636837771972763	0.172860779007103	3.42392780794398e-13	1.67772462589255e-10	3.42392780794398e-13	1.29766863921077e-10	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Oleispira;s__uncultured_bacterium"	"spawn_night"	".L"	"spawn_night.L"	3.46442979103964	-0.636837771972763	0.412033528481182	3.65929508916452e-13	1.68758079406175e-10	3.65929508916452e-13	1.30529208357021e-10	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonas;__"	"spawn_night"	".L"	"spawn_night.L"	1.96373804891594	-0.636837771972763	0.259128498155501	2.11597406263309e-12	9.216242583913e-10	2.11597406263309e-12	7.12848150878169e-10	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Nitrincolaceae;s__uncultured_gamma"	"stage"	".L"	"stage.L"	1.78175761068753	-0.537116515813324	0.235013093939786	2.41917597065822e-12	9.98228400524232e-10	2.41917597065822e-12	7.72099109793233e-10	NA	"abundance"	63	63
