"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;__"	"stage"	".L"	"stage.L"	5.90644160672863	0	0.147235635868313	0	0	0	0	NA	"prevalence"	63	59
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;__"	"stage"	".Q"	"stage.Q"	3.25739023652259	0	0.0835814530121702	0	0	0	0	NA	"prevalence"	63	59
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella;__"	"stage"	".L"	"stage.L"	8.50261501093971	0	0.4103142577958	2.18461505970359e-95	2.63100473690302e-92	4.36923011940718e-95	4.17407117407366e-92	NA	"prevalence"	63	55
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella;__"	"reads"	"reads"	"reads"	-2.32793843570258	0	0.246948843791051	4.22773125215787e-21	3.8186982535116e-18	8.45546250431573e-21	6.05833888434222e-18	NA	"prevalence"	63	55
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__;__"	"stage"	".L"	"stage.L"	7.81766026558192	0	0.8445728346693	2.11543545127354e-20	1.52861365709026e-17	4.23087090254709e-20	2.02094600111666e-17	NA	"prevalence"	63	51
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea;__"	"stage"	".L"	"stage.L"	2.20930208179263	-0.692794358319571	0.180339384159867	3.95321590753046e-20	2.38049484565126e-17	3.95321590753046e-20	2.02094600111666e-17	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Amphritea;__"	"stage"	".L"	"stage.L"	1.63297544274967	-0.692794358319571	0.145661405557707	1.24544173407267e-18	6.42825855029221e-16	1.24544173407267e-18	5.09919429978895e-16	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Psychrobium;s__uncultured_bacterium"	"stage"	".L"	"stage.L"	3.1503186330735	-0.692794358319571	0.294672659239489	5.35620094126323e-17	2.41899425009801e-14	5.35620094126323e-17	1.91885898720755e-14	NA	"abundance"	63	60
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Litoribrevibacter;s__Litoribrevibacter_euphylliae"	"stage"	".L"	"stage.L"	2.01968001358938	-0.692794358319571	0.204703593462279	8.29574134784353e-17	3.33027927663985e-14	8.29574134784353e-17	2.64173274476884e-14	NA	"abundance"	63	63
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nautella;__"	"stage"	".L"	"stage.L"	1.44848393897242	-0.692794358319571	0.160137152179897	4.8534061793082e-16	1.75353565258405e-13	4.8534061793082e-16	1.39098621098973e-13	NA	"abundance"	63	63
